age,dependents,employment_status,employment_years,monthly_income,monthly_expenses,credit_score,existing_loans,existing_emi,loan_amount,loan_term_months,interest_rate,property_value,savings_balance,missed_payments_last_year,bankruptcies,dti_ratio,requested_emi,total_emi_burden,savings_ratio,loan_to_income_ratio,approved
64,0,freelancer,4.2,2565.0,1481.0,664,3,1786.0,132700.0,84,10.8,232100.0,1220.0,0,0,1.2737,2258.22,1.5767,-0.2737,4.3112,0
28,3,salaried,5.7,15526.0,7064.0,769,1,1640.0,500000.0,84,4.6,755300.0,14701.0,0,0,0.5606,6973.36,0.5548,0.4394,2.6837,1
63,2,self_employed,6.5,2100.0,1035.0,687,2,773.0,17899.0,84,8.7,0.0,172.99,1,0,0.861,231.09,0.4781,0.139,0.5754,1
62,4,self_employed,26.6,2923.0,2092.0,703,0,0.0,61800.0,60,10.9,0.0,901.0,0,0,0.7157,1340.6,0.4586,0.2843,1.7619,1
33,0,retired,11.7,3286.0,2452.0,816,3,1492.0,176500.0,84,13.6,227600.0,11891.0,3,0,1.2002,3268.73,1.4488,-0.2002,4.4761,1
37,1,salaried,0.8,2727.0,1349.0,659,3,747.0,154300.0,24,8.3,210100.0,5126.0,3,0,0.7686,6999.7,2.0,0.2314,4.7152,0
59,3,freelancer,1.6,2138.0,1203.0,657,2,466.0,24800.0,60,8.9,0.0,5210.0,0,0,0.7806,513.6,0.4582,0.2194,0.9666,1
44,2,salaried,6.9,8335.0,4880.0,748,2,4132.0,108500.0,120,7.8,227500.0,96286.0,0,0,1.0812,1304.97,0.6523,-0.0812,1.0848,0
23,0,salaried,2.2,9217.0,7645.0,738,1,1516.0,267700.0,36,3.5,591900.0,34028.0,1,0,0.9939,7844.17,1.0155,0.0061,2.4203,1
50,2,self_employed,1.5,11894.0,8225.0,717,2,3994.0,267000.0,48,10.6,397100.0,8392.0,3,0,1.0273,6849.0,0.9116,-0.0273,1.8707,0
33,3,salaried,7.1,3000.0,1497.0,691,2,854.0,111300.0,36,11.4,147400.0,11021.0,3,0,0.7837,3664.94,1.5063,0.2163,3.0917,1
39,0,self_employed,5.1,2864.0,2151.0,562,0,0.0,165900.0,48,11.5,207500.0,14725.0,3,0,0.751,4328.17,1.5112,0.249,4.8272,0
27,2,freelancer,10.3,3967.0,1628.0,713,0,0.0,105100.0,84,14.0,237100.0,396.0,0,0,0.4104,1969.58,0.4965,0.5896,2.2078,1
29,1,self_employed,2.8,2022.0,1620.0,781,0,0.0,20400.0,84,10.3,0.0,18900.0,0,0,0.8012,341.83,0.1691,0.1988,0.8408,1
39,4,salaried,2.9,6184.0,2964.0,633,0,0.0,332800.0,360,8.1,486900.0,3705.0,0,0,0.4793,2465.21,0.3986,0.5207,4.4847,1
60,2,salaried,1.5,2923.0,1559.0,727,3,2593.0,152300.0,36,10.2,240600.0,1754.0,0,0,1.4205,4928.61,2.0,-0.4205,4.342,0
42,0,salaried,6.8,5605.0,3087.0,591,0,0.0,320600.0,36,12.7,452700.0,1608.0,2,0,0.5508,10756.01,1.919,0.4492,4.7666,0
38,1,salaried,7.9,2272.0,1689.0,736,1,371.0,132700.0,120,6.8,252100.0,983.0,0,0,0.9067,1527.12,0.8354,0.0933,4.8672,1
43,5,salaried,1.4,7424.0,2040.0,570,0,0.0,181500.0,120,9.9,262700.0,26348.0,1,2,0.2748,2388.5,0.3217,0.7252,2.0373,0
22,3,salaried,2.3,12083.0,9523.0,654,4,10620.0,500000.0,120,7.3,1102800.0,8542.0,1,0,1.5,5883.03,1.3658,-0.5,3.4484,0
31,1,freelancer,1.5,7118.0,1780.0,558,1,1914.0,248700.0,60,9.5,420500.0,14631.0,0,1,0.519,5223.16,1.0027,0.481,2.9116,0
51,2,salaried,8.8,9791.0,7616.0,617,1,2246.0,153200.0,36,10.5,271200.0,47740.0,5,0,1.0073,4979.37,0.738,-0.0073,1.3039,0
53,2,freelancer,1.9,1999.0,1072.0,633,3,841.0,17899.0,12,11.0,0.0,5297.0,0,0,0.957,1493.65,1.1679,0.043,0.7045,0
34,0,retired,1.5,3219.0,2124.0,622,0,0.0,19600.0,12,10.7,0.0,18685.0,0,0,0.6598,1729.54,0.5373,0.3402,0.5074,0
36,0,salaried,0.9,4056.0,1753.0,692,3,1241.0,215400.0,36,11.6,319300.0,6979.0,0,0,0.7382,7113.28,2.0,0.2618,4.4255,0
31,2,salaried,11.2,2883.0,2277.0,790,0,0.0,125700.0,36,5.7,251900.0,12247.0,0,0,0.7898,3806.97,1.3205,0.2102,3.6334,1
53,1,self_employed,1.3,5765.0,3994.0,748,0,0.0,336400.0,24,7.0,469900.0,1075.0,0,0,0.6928,15061.5,2.0,0.3072,4.8627,1
27,0,salaried,0.7,3594.0,2628.0,749,2,2071.0,83500.0,120,6.9,0.0,6773.0,2,0,1.3075,965.21,0.8448,-0.3075,1.9361,0
51,3,freelancer,0.9,5917.0,2403.0,679,2,1646.0,309400.0,36,9.8,733700.0,58337.0,3,0,0.6843,9954.44,1.9605,0.3157,4.3575,1
34,1,salaried,3.2,7330.0,5287.0,699,3,2852.0,387000.0,48,7.7,526300.0,347.0,1,1,1.1104,9393.4,1.6706,-0.1104,4.3997,0
48,1,salaried,5.9,4378.0,3046.0,659,1,853.0,54500.0,60,8.2,0.0,30458.0,0,0,0.8906,1110.29,0.4484,0.1094,1.0374,1
63,0,salaried,3.5,11579.0,3819.0,717,0,0.0,500000.0,12,11.0,1197100.0,34004.0,3,0,0.3298,44190.83,2.0,0.6702,3.5985,1
36,2,salaried,4.1,4820.0,1737.0,764,2,1499.0,180200.0,48,9.1,400900.0,1480.0,0,0,0.6714,4492.85,1.2431,0.3286,3.1155,1
39,2,salaried,15.6,9519.0,7265.0,679,3,3740.0,151000.0,120,6.2,192600.0,33258.0,0,0,1.1561,1691.62,0.5706,-0.1561,1.3219,0
37,2,salaried,9.0,9214.0,3720.0,532,1,2150.0,274400.0,48,16.1,481700.0,84301.0,1,0,0.6371,7790.63,1.0789,0.3629,2.4817,0
46,0,salaried,3.0,2617.0,1459.0,771,3,1861.0,92500.0,24,7.2,0.0,4049.0,2,0,1.2686,4149.86,2.0,-0.2686,2.9455,0
26,2,self_employed,1.5,27151.170000000006,16188.520000000011,590,0,0.0,500000.0,36,8.8,804500.0,145759.0,3,0,0.5118,15853.37,0.4282,0.4882,1.1255,0
63,4,salaried,8.8,4464.0,3446.0,639,3,2272.0,29900.0,48,11.4,0.0,30341.0,1,0,1.2809,778.6,0.6834,-0.2809,0.5582,0
29,1,business_owner,5.6,10611.0,9019.0,740,1,2803.0,500000.0,24,6.6,1158400.0,37762.0,3,1,1.1141,22295.73,2.0,-0.1141,3.9267,0
37,0,salaried,20.2,6192.0,3797.0,685,1,1661.0,114500.0,60,14.8,142800.0,5687.0,0,0,0.8815,2711.94,0.7062,0.1185,1.541,0
51,3,salaried,14.8,2094.0,1366.0,774,0,0.0,70500.0,12,9.4,0.0,4955.0,0,0,0.6523,6178.41,2.0,0.3477,2.8056,1
32,0,salaried,5.5,4812.0,4090.0,668,1,1305.0,239800.0,360,7.6,334700.0,18465.0,2,0,1.1212,1693.17,0.6231,-0.1212,4.1528,0
43,1,freelancer,0.9,2088.0,1766.0,655,3,969.0,103000.0,36,4.1,242400.0,23894.0,1,0,1.3099,3045.55,1.9227,-0.3099,4.1108,0
25,0,self_employed,0.7,2567.0,1250.0,639,1,468.0,106600.0,84,10.3,165000.0,9337.0,0,0,0.6693,1786.25,0.8782,0.3307,3.4606,0
63,1,salaried,11.4,3681.0,996.0,657,0,0.0,107300.0,36,11.8,163700.0,645.0,0,0,0.2706,3553.65,0.9654,0.7294,2.4291,1
56,1,salaried,7.7,2955.0,2191.0,801,0,0.0,151700.0,48,8.5,341400.0,4162.0,0,0,0.7415,3739.15,1.2654,0.2585,4.2781,1
56,0,retired,5.4,2950.0,1790.0,681,0,0.0,147000.0,48,12.2,281700.0,20998.0,4,0,0.6068,3885.52,1.3171,0.3932,4.1525,0
23,4,business_owner,7.5,11846.0,10007.0,711,3,3611.0,344800.0,84,7.6,815100.0,42107.0,0,0,1.1496,5305.67,0.7527,-0.1496,2.4256,0
44,2,salaried,5.2,2703.0,2053.0,761,2,921.0,40300.0,36,5.9,0.0,7082.0,1,0,1.1003,1224.18,0.7936,-0.1003,1.2424,1
37,2,self_employed,5.7,5498.0,3678.0,759,2,2981.0,240900.0,180,5.8,501600.0,19197.0,0,0,1.2112,2006.91,0.9072,-0.2112,3.6513,1
59,1,salaried,2.0,3927.0,3338.0,633,2,1193.0,80900.0,84,7.5,0.0,18414.0,3,0,1.1538,1240.87,0.6198,-0.1538,1.7167,0
46,2,salaried,4.1,2282.0,1157.0,619,0,0.0,38500.0,240,8.7,0.0,186.0,0,0,0.507,339.0,0.1486,0.493,1.4059,1
24,1,freelancer,0.6,2988.0,1884.0,803,1,354.0,84800.0,60,9.1,0.0,2181.0,3,0,0.749,1764.43,0.709,0.251,2.365,1
32,3,freelancer,7.1,5482.0,2541.0,722,3,1484.0,244100.0,360,13.8,417900.0,39989.0,0,0,0.7342,2853.67,0.7913,0.2658,3.7106,1
21,3,salaried,2.9,7381.0,4418.0,786,2,1722.0,88900.0,48,7.5,0.0,20399.0,0,0,0.8319,2149.5,0.5245,0.1681,1.0037,1
41,2,business_owner,6.9,3702.0,3147.0,523,0,0.0,135200.0,84,7.9,284400.0,12299.0,0,0,0.8501,2100.53,0.5674,0.1499,3.0434,0
39,1,self_employed,16.2,7753.0,6586.0,610,1,2241.0,262500.0,36,3.6,641200.0,50656.0,0,0,1.1385,7703.42,1.2827,-0.1385,2.8215,1
41,3,salaried,5.9,5292.0,3673.0,793,1,906.0,152100.0,120,6.2,204200.0,4601.0,0,0,0.8653,1703.94,0.4932,0.1347,2.3951,1
38,1,salaried,2.9,6551.0,3244.0,719,4,1535.0,272700.0,180,9.5,443400.0,22157.0,0,0,0.7295,2847.6,0.669,0.2705,3.4689,1
63,0,self_employed,1.9,15311.0,13014.0,565,2,4419.0,500000.0,180,9.1,799900.0,79354.0,1,0,1.1386,5101.12,0.6218,-0.1386,2.7214,0
23,0,salaried,2.2,5980.0,5083.0,742,2,1830.0,135300.0,48,3.5,182400.0,3407.0,0,1,1.156,3024.77,0.8118,-0.156,1.8855,0
64,4,self_employed,26.7,3136.0,1094.0,788,1,686.0,28700.0,24,9.6,0.0,5646.0,2,0,0.5676,1319.07,0.6394,0.4324,0.7626,1
52,0,salaried,6.2,6845.0,4012.0,687,0,0.0,316600.0,36,7.7,602900.0,98435.0,2,2,0.5861,9877.34,1.443,0.4139,3.8544,0
30,3,salaried,4.0,1500.0,1275.0,715,3,760.0,78800.0,48,8.6,0.0,553.0,3,0,1.3567,1946.01,1.804,-0.3567,4.3778,0
60,0,business_owner,2.1,11807.0,5451.0,696,1,1512.0,468900.0,48,4.6,1124100.0,34869.0,0,0,0.5897,10713.68,1.0355,0.4103,3.3095,1
35,1,retired,9.4,3599.0,2356.0,560,0,0.0,123200.0,48,11.2,266500.0,4140.0,0,0,0.6546,3196.15,0.8881,0.3454,2.8526,0
25,2,self_employed,3.4,9685.0,6015.0,850,0,0.0,313200.0,36,5.1,481500.0,7182.0,0,0,0.6211,9400.95,0.9707,0.3789,2.6949,1
24,0,self_employed,2.6,2908.0,1213.0,586,1,815.0,38700.0,36,9.8,0.0,7421.0,0,0,0.6974,1245.11,0.7084,0.3026,1.109,0
48,3,freelancer,2.0,3166.0,2691.0,633,0,0.0,98900.0,60,7.7,0.0,10861.0,0,0,0.85,1991.17,0.6289,0.15,2.6032,0
24,2,freelancer,1.7,5763.0,2917.0,648,0,0.0,52600.0,36,10.3,0.0,6737.0,0,0,0.5062,1704.67,0.2958,0.4938,0.7606,1
35,2,salaried,2.4,4173.0,2543.0,674,3,1797.0,66700.0,24,10.7,0.0,18496.0,2,0,1.04,3099.46,1.1734,-0.04,1.332,0
37,2,salaried,6.4,6938.0,3606.0,633,1,1216.0,209400.0,120,5.9,355100.0,9617.0,4,0,0.695,2314.27,0.5088,0.305,2.5151,0
64,0,self_employed,2.1,7020.0,5619.0,764,4,6387.0,188300.0,120,7.7,289400.0,8834.0,5,0,1.5,2254.86,1.231,-0.5,2.2353,0
23,1,salaried,0.9,4688.0,2688.0,830,3,2215.0,239000.0,36,8.5,398300.0,31499.0,1,0,1.0459,7544.64,2.0,-0.0459,4.2484,0
30,0,salaried,3.2,3580.0,3043.0,698,0,0.0,184000.0,36,9.4,264200.0,2087.0,3,0,0.85,5885.47,1.644,0.15,4.2831,0
62,1,freelancer,5.8,4717.0,3448.0,646,1,991.0,276200.0,24,13.2,569000.0,6976.0,3,0,0.9411,13157.01,2.0,0.0589,4.8795,0
43,4,salaried,0.9,5157.0,4383.0,748,1,1280.0,209500.0,84,10.8,511300.0,31867.0,2,0,1.0981,3565.16,0.9395,-0.0981,3.3854,0
38,2,salaried,4.1,10447.0,7034.0,585,1,3090.0,368500.0,84,12.5,768400.0,46818.0,4,0,0.9691,6603.98,0.9279,0.0309,2.9394,0
21,3,salaried,0.8,4799.0,2214.0,708,4,5295.0,37500.0,24,9.5,0.0,38116.0,2,0,1.5,1721.79,1.4621,-0.5,0.6512,0
55,2,salaried,9.3,4414.0,2355.0,684,0,0.0,141600.0,24,10.4,253500.0,11700.0,0,0,0.5335,6560.29,1.4862,0.4665,2.6733,1
51,0,business_owner,12.8,11568.0,5137.0,659,1,2791.0,272700.0,36,7.0,648200.0,31935.0,1,1,0.6853,8420.18,0.9692,0.3147,1.9645,0
64,2,self_employed,20.4,2607.0,737.0,631,1,612.0,110500.0,48,12.2,144000.0,11399.0,0,0,0.5175,2920.75,1.3551,0.4825,3.5322,0
21,3,business_owner,7.6,27151.170000000006,15520.0,688,0,0.0,500000.0,48,10.7,812400.0,22887.0,0,0,0.3104,12850.04,0.257,0.6896,0.8333,1
23,0,self_employed,6.5,6444.0,5364.0,679,4,3602.0,351900.0,36,11.6,852500.0,11724.0,0,0,1.3914,11621.0,2.0,-0.3914,4.5507,0
23,3,self_employed,7.6,11054.0,4061.0,580,1,975.0,288600.0,60,6.7,490400.0,65576.0,2,0,0.4556,5673.87,0.6015,0.5444,2.1757,0
57,2,self_employed,12.1,7305.0,4307.0,669,1,2155.0,75700.0,48,10.7,0.0,114403.0,0,0,0.8846,1945.5,0.5613,0.1154,0.8636,0
39,0,salaried,10.4,2460.0,1008.0,731,0,0.0,56800.0,36,9.9,0.0,595.0,2,0,0.4098,1830.11,0.7439,0.5902,1.9241,1
49,2,self_employed,4.0,4241.0,2645.0,834,2,646.0,131300.0,180,11.2,304100.0,15560.0,1,0,0.776,1508.88,0.5081,0.224,2.58,1
45,1,self_employed,6.8,3574.0,1473.0,645,0,0.0,145100.0,36,9.5,198100.0,7804.0,1,0,0.4121,4647.98,1.3005,0.5879,3.3832,0
53,1,retired,1.6,3541.0,1952.0,695,0,0.0,32200.0,240,12.2,0.0,17924.0,0,0,0.5513,359.05,0.1014,0.4487,0.7578,1
56,3,business_owner,7.6,25004.0,16188.520000000011,761,4,15000.0,500000.0,48,10.7,1172100.0,175902.26,4,0,1.36,12850.04,1.1138,-0.36,1.6664,1
49,4,salaried,8.4,3680.0,2431.0,684,2,1527.0,58100.0,84,16.8,0.0,1583.0,0,0,1.0755,1180.61,0.7358,-0.0755,1.3157,1
46,3,salaried,10.2,7179.0,1797.0,773,3,4329.0,75400.0,48,9.6,0.0,25470.0,0,0,0.8533,1897.89,0.8674,0.1467,0.8752,1
24,3,freelancer,10.7,3491.0,2930.0,546,2,390.0,135800.0,60,6.7,305500.0,2210.0,1,0,0.951,2669.82,0.8765,0.049,3.2417,0
34,4,salaried,4.0,15318.0,12311.0,572,0,0.0,236700.0,48,16.8,310500.0,99348.0,2,0,0.8037,6805.52,0.4443,0.1963,1.2877,0
47,4,salaried,14.5,5455.0,3842.0,634,1,656.0,257300.0,60,10.6,525200.0,60622.0,0,0,0.8246,5543.14,1.1364,0.1754,3.9306,0
53,0,salaried,24.3,7725.0,3358.0,796,1,1621.0,375200.0,240,15.1,597500.0,1954.0,1,0,0.6445,4968.34,0.853,0.3555,4.0475,1
42,1,salaried,23.4,5312.0,4044.0,725,2,1987.0,52600.0,48,10.1,0.0,72057.0,0,0,1.1354,1336.6,0.6257,-0.1354,0.8252,1
23,0,salaried,5.8,2906.0,1522.0,645,0,0.0,153100.0,24,7.7,208300.0,5151.0,2,0,0.5237,6903.37,2.0,0.4763,4.3903,0
43,2,self_employed,5.4,5974.0,5078.0,579,1,1768.0,245800.0,240,10.1,303500.0,1310.0,0,0,1.146,2388.33,0.6957,-0.146,3.4287,0
41,4,retired,4.2,1723.0,835.0,623,2,236.0,84700.0,12,11.0,0.0,1942.0,1,0,0.6216,7485.93,2.0,0.3784,4.0965,0
61,0,salaried,2.6,5701.0,2812.0,729,1,1295.0,160900.0,48,6.0,374200.0,30108.0,1,2,0.7204,3778.74,0.89,0.2796,2.3519,0
43,2,salaried,2.9,4431.0,1953.0,652,3,3664.0,194800.0,36,9.6,449900.0,1089.0,0,0,1.2677,6249.13,2.0,-0.2677,3.6636,0
24,2,self_employed,2.0,11320.0,5813.0,585,2,1804.0,150400.0,36,11.9,290500.0,37431.0,0,0,0.6729,4988.25,0.6,0.3271,1.1072,0
41,0,salaried,19.2,3919.0,2731.0,682,1,1030.0,96700.0,36,7.9,0.0,2132.0,1,0,0.9597,3025.77,1.0349,0.0403,2.0562,1
57,0,retired,6.3,2556.0,1560.0,626,3,1921.0,92700.0,24,6.2,0.0,7838.0,0,0,1.3619,4116.88,2.0,-0.3619,3.0223,0
63,1,salaried,16.9,3909.0,1127.0,817,1,232.0,49800.0,48,4.7,0.0,1300.0,1,0,0.3477,1140.1,0.351,0.6523,1.0617,1
51,0,retired,3.4,2633.0,2091.0,835,1,596.0,59000.0,36,7.1,0.0,179.0,0,0,1.0205,1824.45,0.9193,-0.0205,1.8673,1
41,2,salaried,2.6,7065.0,4057.0,596,0,0.0,354100.0,180,12.3,517000.0,43053.0,1,0,0.5742,4318.38,0.6112,0.4258,4.1767,0
46,1,business_owner,1.4,1500.0,856.0,722,0,0.0,78700.0,12,9.0,0.0,2747.0,2,0,0.5707,6882.43,2.0,0.4293,4.3722,1
61,2,self_employed,2.6,8679.0,4462.0,600,2,3356.0,405700.0,36,12.6,528700.0,17879.0,0,0,0.9008,13591.6,1.9527,0.0992,3.8954,0
55,0,retired,13.8,3851.0,1762.0,759,4,2827.0,171800.0,84,14.0,306600.0,30957.0,1,0,1.1916,3219.53,1.5701,-0.1916,3.7176,1
58,2,self_employed,5.7,11942.0,5666.0,654,0,0.0,314300.0,12,12.1,765500.0,44438.0,2,0,0.4745,27939.88,2.0,0.5255,2.1932,1
44,0,self_employed,4.1,8323.0,5210.0,519,0,0.0,457400.0,84,10.0,725200.0,41303.0,4,0,0.626,7593.38,0.9123,0.374,4.5797,0
31,4,freelancer,5.5,12692.0,6219.0,461,2,4704.0,113800.0,84,4.5,197200.0,119356.0,1,0,0.8606,1581.84,0.4953,0.1394,0.7472,0
61,1,freelancer,13.9,1500.0,673.0,681,3,1265.0,54100.0,36,17.0,0.0,6379.0,0,0,1.292,1928.81,2.0,-0.292,3.0056,0
49,3,business_owner,1.8,8812.0,3943.0,554,1,2076.0,318200.0,36,14.5,594500.0,23272.0,1,0,0.683,10952.76,1.4785,0.317,3.0092,0
23,2,salaried,20.7,3405.0,1427.0,741,1,557.0,134700.0,24,12.5,212600.0,28844.0,0,0,0.5827,6372.29,2.0,0.4173,3.2966,1
21,3,salaried,7.1,4998.0,1892.0,699,0,0.0,202400.0,12,6.2,399300.0,2217.0,0,0,0.3786,17438.46,2.0,0.6214,3.3747,1
39,1,salaried,12.1,4654.0,2571.0,602,1,352.0,135400.0,60,10.4,168600.0,31358.0,0,0,0.6281,2903.57,0.6995,0.3719,2.4244,1
42,0,salaried,5.0,5285.0,3654.0,698,1,937.0,95500.0,24,13.5,0.0,16300.0,0,0,0.8687,4562.7,1.0406,0.1313,1.5058,0
34,1,business_owner,2.1,19796.0,15809.0,629,2,5326.0,500000.0,60,13.4,1031700.0,52526.0,3,0,1.0676,11479.18,0.8489,-0.0676,2.1048,0
34,0,salaried,5.5,3777.0,1740.0,801,0,0.0,90300.0,36,7.9,0.0,24166.0,1,0,0.4607,2825.51,0.7481,0.5393,1.9923,1
64,4,self_employed,0.9,5856.0,3469.0,789,1,1073.0,132100.0,360,7.4,178500.0,44985.0,0,0,0.7756,914.63,0.3394,0.2244,1.8798,1
36,1,freelancer,12.0,3258.0,2179.0,622,0,0.0,116800.0,240,7.4,240000.0,14125.0,3,0,0.6688,933.8,0.2866,0.3312,2.9875,1
53,5,business_owner,6.8,2841.0,1873.0,638,2,929.0,94400.0,84,8.7,0.0,5775.0,0,0,0.9863,1504.48,0.8566,0.0137,2.769,0
33,3,self_employed,2.5,12572.0,6303.0,710,1,3111.0,108200.0,36,8.8,232000.0,145584.0,1,0,0.7488,3430.67,0.5203,0.2512,0.7172,1
58,0,salaried,2.4,2835.0,1855.0,746,1,616.0,81700.0,12,12.0,0.0,20939.0,1,0,0.8716,7258.95,2.0,0.1284,2.4015,0
32,2,retired,14.5,1566.0,574.99,726,2,549.0,85400.0,36,8.1,0.0,3513.0,0,0,0.7056,2680.07,2.0,0.2944,4.5445,1
58,1,salaried,11.5,6611.0,4679.0,834,1,1018.0,231600.0,60,7.7,513400.0,43357.0,0,0,0.8617,4662.83,0.8593,0.1383,2.9194,1
59,0,freelancer,9.1,3932.0,2541.0,586,2,1088.0,174300.0,120,8.0,382100.0,41723.0,0,0,0.9229,2114.74,0.8145,0.0771,3.694,0
53,1,salaried,3.7,5930.0,2525.0,717,1,1115.0,271100.0,48,8.0,483700.0,5038.0,3,0,0.6138,6618.34,1.3041,0.3862,3.8097,1
53,4,salaried,12.9,5340.0,1358.0,736,2,1074.0,136000.0,120,14.2,180900.0,9407.0,0,0,0.4554,2128.01,0.5996,0.5446,2.1223,1
49,1,business_owner,2.2,3089.0,2401.0,590,3,479.0,155400.0,12,3.5,226200.0,4275.0,0,0,0.9323,13196.82,2.0,0.0677,4.1923,0
25,2,freelancer,0.6,3134.0,2664.0,616,1,717.0,178100.0,36,8.4,294100.0,15089.0,0,0,1.0788,5613.93,2.0,-0.0788,4.7357,0
26,1,salaried,3.9,5350.0,2162.0,554,1,726.0,281700.0,84,11.3,678600.0,6870.0,0,0,0.5398,4867.94,1.0456,0.4602,4.3879,0
51,2,self_employed,15.6,12988.0,6397.0,726,0,0.0,500000.0,36,11.9,613500.0,10647.0,2,0,0.4925,16583.28,1.2768,0.5075,3.2081,1
36,1,self_employed,5.6,3001.0,1200.0,661,2,1267.0,137400.0,60,10.7,267200.0,15308.0,0,0,0.8221,2966.89,1.4108,0.1779,3.8154,1
51,1,salaried,2.1,3481.0,2611.0,556,1,284.0,173900.0,12,11.2,276500.0,64038.0,1,0,0.8317,15385.8,2.0,0.1683,4.1631,0
45,0,freelancer,6.8,3843.0,2862.0,843,4,2516.0,70400.0,84,8.4,0.0,19665.0,1,0,1.3994,1111.35,0.9439,-0.3994,1.5266,1
53,1,freelancer,8.7,3625.0,1164.0,659,2,1783.0,31500.0,180,8.2,0.0,11503.0,4,0,0.813,304.68,0.5759,0.187,0.7241,1
33,2,business_owner,5.3,5049.0,2895.0,578,0,0.0,54000.0,36,12.5,0.0,8448.0,0,0,0.5734,1806.5,0.3578,0.4266,0.8913,0
30,0,self_employed,11.6,5115.0,2785.0,769,1,565.0,217500.0,12,14.5,386600.0,9599.0,0,0,0.6549,19579.9,2.0,0.3451,3.5435,1
44,5,freelancer,5.9,27151.170000000006,16188.520000000011,586,0,0.0,500000.0,24,6.2,745400.0,175902.26,0,0,0.5891,22205.39,0.7465,0.4109,1.4007,0
30,0,salaried,1.1,3921.0,1967.0,660,1,1128.0,210600.0,36,10.5,469800.0,13885.0,0,0,0.7893,6845.01,2.0,0.2107,4.4759,0
61,1,salaried,10.5,3912.0,2638.0,746,0,0.0,173500.0,60,6.0,359800.0,41560.0,0,0,0.6743,3354.24,0.8574,0.3257,3.6959,1
51,0,salaried,1.4,16358.0,10884.0,699,0,0.0,339800.0,120,10.4,407800.0,175902.26,0,0,0.6654,4566.09,0.2791,0.3346,1.7311,1
33,0,business_owner,13.4,11877.0,5498.0,609,1,1606.0,145500.0,48,8.8,201600.0,16189.0,0,0,0.5981,3606.97,0.4389,0.4019,1.0209,1
23,4,salaried,4.9,6430.0,3504.0,631,1,1737.0,268000.0,84,6.4,431200.0,83228.0,0,0,0.8151,3966.69,0.887,0.1849,3.4733,0
54,3,salaried,8.4,3425.0,1817.0,739,2,1968.0,115100.0,48,9.5,140000.0,1553.0,0,0,1.1051,2891.67,1.4189,-0.1051,2.8005,0
48,2,self_employed,22.0,9328.0,5945.0,572,4,9144.0,77800.0,36,11.6,0.0,62528.0,0,0,1.5,2569.23,1.2557,-0.5,0.695,0
39,3,salaried,3.9,2472.0,1729.0,664,2,1075.0,46900.0,60,11.2,0.0,606.0,2,0,1.1343,1024.4,0.8493,-0.1343,1.581,0
43,3,business_owner,4.2,27151.170000000006,16188.520000000011,641,0,0.0,500000.0,60,8.2,1216800.0,96582.0,0,1,0.6083,10186.12,0.3563,0.3917,1.4573,0
52,2,salaried,11.0,4256.0,1064.0,845,0,0.0,204500.0,84,7.1,485800.0,3173.0,0,0,0.25,3096.46,0.7276,0.75,4.0042,1
33,3,freelancer,1.2,11300.0,7925.0,665,2,3461.0,429100.0,180,14.3,764300.0,15729.0,0,0,1.0076,5801.25,0.8197,-0.0076,3.1645,0
53,1,salaried,0.7,6206.0,4838.0,759,4,5780.0,165900.0,240,4.6,344900.0,21854.0,0,1,1.5,1058.54,1.1019,-0.5,2.2277,0
54,2,salaried,6.1,3826.0,2911.0,779,3,1182.0,91900.0,60,14.6,0.0,504.0,0,0,1.0698,2167.05,0.8753,-0.0698,2.0017,1
53,3,business_owner,1.6,5647.0,4355.0,679,1,1570.0,260700.0,24,10.4,622300.0,3421.0,1,0,1.0492,12078.17,2.0,-0.0492,3.8472,0
25,0,self_employed,2.3,9033.0,5671.0,669,3,2907.0,500000.0,84,9.6,1147200.0,14884.0,0,0,0.9496,8197.62,1.2293,0.0504,4.6127,0
23,3,salaried,22.9,3017.0,1745.0,698,1,341.0,73600.0,24,12.4,0.0,7825.0,0,0,0.6914,3478.37,1.2659,0.3086,2.0329,1
27,0,salaried,6.9,6397.0,5437.0,734,3,4565.0,220900.0,120,10.9,308800.0,5518.0,0,0,1.5,3030.41,1.1873,-0.5,2.8777,1
44,3,salaried,12.1,4589.0,2765.0,739,4,4323.0,76000.0,84,14.0,0.0,11287.0,0,0,1.5,1424.24,1.2524,-0.5,1.3801,0
42,1,salaried,14.2,5016.0,2179.0,827,0,0.0,166100.0,120,10.0,304400.0,13271.0,2,1,0.4344,2195.02,0.4376,0.5656,2.7595,1
43,1,self_employed,1.3,14480.0,6699.0,720,0,0.0,500000.0,12,11.1,1160500.0,24003.0,2,0,0.4626,44214.16,2.0,0.5374,2.8775,1
50,0,self_employed,16.3,17096.0,14532.0,563,2,9769.0,157300.0,60,7.4,389700.0,6154.0,3,0,1.4214,3144.5,0.7554,-0.4214,0.7667,0
38,4,salaried,12.6,3579.0,1883.0,731,4,1320.0,151700.0,180,12.0,356100.0,38752.0,1,0,0.8949,1820.65,0.8775,0.1051,3.5322,0
52,0,salaried,0.8,2097.0,1510.0,753,2,990.0,17899.0,36,6.7,0.0,16545.0,0,0,1.1922,476.47,0.6993,-0.1922,0.616,1
27,2,self_employed,23.2,2767.0,1025.0,614,0,0.0,37600.0,60,15.1,0.0,3001.0,0,2,0.3704,896.48,0.324,0.6296,1.1324,1
